-5.560901018063220125e-01,2.045662095256844726e+00,-3.244704741029105777e-01,-3.120260319400384730e-01,3.713031395478820218e-01,-5.812828787101839145e-01,-4.191606563654651230e-01,-4.144074935272073490e-01,-1.399244964182497108e+00,-7.602508732961062998e-01,1.798420478636212141e-02,-8.217978094106458409e-01,5.053173457004317415e-01,5.416740854994461785e-01,-9.466567134295058583e-01,-1.090948712810349441e+00,1.031108792400672547e+00,4.987648191055220337e-02,-5.092523081756934467e-01,1.239835076381051060e+00,1.822758924771937350e+00,1.231483604460748837e-01,-7.905694069530663226e-01,1.444813669303327552e+00,4.777479107149429916e-01,-1.688812512507407160e+00,-2.337174985725026577e+00,-3.118596509735140909e-01,4.591878072209040207e-01,1.017110272911506907e+00,4.060983696881007021e-01,-1.999354819773778436e-03,4.146785185275422142e-02,-7.620843393165330215e-02,-1.155020301512210468e+00,-4.985841951570806896e-01,4.962592080076300705e-01,-2.867006711387914408e-01,1.972552614936824433e-01,-4.592822789056705823e-01,1.267084879654291951e+00,3.933609441419295694e-01,1.050579883908562717e+00,-1.388894343223812777e+00,4.619784052759760007e-01,-7.764055185005960813e-02,3.995577161464373694e-01,-1.066473009245803460e+00,1.421194298562041824e+00,-6.499424452991604539e-01
-1.391753074735337048e+00,-1.696897388594222011e+00,-3.170590963768691456e-02,-1.912016392445909485e+00,3.013941204652663686e-01,-6.070189345684290361e-01,8.931884950934350087e-01,2.294958787383721610e+00,-9.048428277438816947e-01,-3.721694374134737471e-01,4.092638274732652293e-01,7.367702648666425436e-01,-1.525879252652383222e+00,4.532328258250705733e-01,1.628842602763994618e+00,-2.001893035114772346e+00,2.261543015364830822e+00,-1.328754690461836363e-01,-5.006068699350278983e-01,-2.248717929533461390e-01,8.469656330557677748e-01,6.516285773290660943e-01,7.990305955477795541e-01,1.023923820975391363e+00,-5.109741648344965359e-01,3.513069850661618698e-01,-7.128955467183076822e-01,-1.878059230712660621e-01,1.078163218431893000e+00,7.460410792794083257e-01,-9.564223822990632062e-02,-2.081943191908524060e+00,5.476459520987444485e-01,-9.521950026405362477e-01,-3.206696476205492252e-01,-1.538942153424102850e-02,-1.511067983243923329e+00,-1.863387042057928822e+00,-7.899684254087694368e-01,-1.595664010703899516e+00,6.415828819748139455e-01,1.198751554971323019e+00,-1.325265852673654488e+00,1.156654805379197848e+00,1.856341924538635224e+00,4.711333551258354291e-01,1.092218733044035606e+00,-1.811718769048587419e+00,-6.192754085271940934e-01,-1.054010639687563478e+00
9.279175989047658835e-01,-1.123985411861121664e+00,-3.528873376426293063e-01,-2.982027059066276742e-01,1.222828350521823815e+00,3.078147586646808390e-02,-1.134240707484547084e+00,8.327677722207207367e-01,3.912414876363062843e-01,1.406886829817204365e+00,-2.301237960034209440e+00,3.632482281928323675e-01,8.891180485644447629e-01,-8.706018207803362108e-02,2.793386200764629290e-01,-1.504818435767831253e-01,-1.178293574461700022e+00,5.617141486748425949e-01,-9.623376819474711574e-01,1.919996169263741836e-01,4.912709098210815695e-01,5.321296407786763050e-01,-4.567372230407189537e-01,6.039658579466281596e-01,-1.581345201005335044e+00,-5.779484791284955625e-01,1.242358444078175417e+00,-1.671391538519829467e+00,5.366502457638604867e-02,8.525660657411625321e-02,-1.564766941842425485e+00,7.103710423755097425e-01,1.064604243765696401e+00,-1.511584206513335138e+00,-2.113519991391072869e-02,-1.247002351115654051e+00,5.531120241937939053e-01,-1.271419310949086112e+00,-1.379551420177843157e+00,-2.225002414795404851e-02,5.160081791539977702e-01,-1.061324651580638045e+00,-4.632175890114584305e-01,-6.515241719508648721e-01,-3.662843880333827018e-01,-8.734975964895727030e-01,1.233609565951561959e-01,1.773520902823282341e+00,1.843222876517722097e+00,-1.319363002081576308e+00
-2.816958152171757934e-01,-8.336781500384536914e-01,4.350695576281473076e-01,1.645257273570141510e-01,-7.145957918396798891e-02,-1.045849669913870628e+00,5.828998419021798050e-01,1.298733521467058338e+00,8.781320877380011103e-01,3.392438313612888834e-01,-2.607032670831729293e-01,3.243610424366453332e-02,-4.395367397138426058e-01,1.378870662111800205e-01,2.394077615028002981e+00,2.476280748203731064e-01,5.113756538041466793e-02,-1.799423571356969509e+00,4.966971713854500536e-01,-5.636737712284569657e-01,-7.043048033936792907e-01,2.633804723839147766e+00,-1.282879530233781207e+00,5.360179580966270008e-01,-1.501849715262040474e+00,5.148035094523051997e-02,-1.136880546636670042e+00,1.429961121103256350e+00,-1.340183954757586893e+00,2.257423438877060595e-01,-8.070916726614765224e-01,-6.569732275794037957e-01,3.459291931547711640e-01,-3.476157376081835948e-01,-8.365681599719350381e-03,-8.869004489049457929e-01,-1.764162549055941609e+00,1.369493083682850054e-01,5.560235700436064743e-01,-4.492415104717705221e-01,-9.846190698295730348e-01,1.059542237329579084e+00,3.360329181903584216e-03,-2.685860008413822886e+00,2.305917313399871382e+00,2.408278060008159638e-01,-1.636297160386341654e+00,1.238732729088884765e+00,-1.357720656791405744e+00,4.579306906638224151e-01
-3.982313319987680622e-02,1.294006694882815944e+00,1.704783001307065282e-01,-1.370741490991044920e+00,6.742551802914525938e-01,2.079687847578852167e-01,-1.316640348027509955e+00,6.895538969318080191e-01,2.247244637704206127e+00,1.885127771374634165e+00,3.440242911225355749e-01,-3.361803718346304537e-01,-2.130560313345501999e+00,9.559004439616441973e-01,7.786155166178715392e-01,8.532799506283056390e-01,4.606166983493769629e-01,4.404672422216609345e-02,-1.049147376310842622e-01,-9.878549036996812915e-02,-4.506650936870093549e-02,-5.692705349642811913e-02,2.524325198763592404e+00,-4.572176602493941422e-01,-1.360982269828329816e+00,6.762265039904030717e-01,-3.116326785970710556e-01,6.377268318330184815e-01,-2.004873297360675322e-01,5.573683548436497714e-01,7.836153493164901285e-01,8.330982175413872426e-01,5.599965723166614451e-01,-1.031818492998925474e-01,2.329738976944416340e+00,-7.844443746210412183e-01,7.403229507291990696e-01,-8.710368887627295553e-01,-1.761361447500124688e+00,-2.068353226116726173e-01,2.276740949709432082e-01,-1.355770356685760847e+00,-3.003670052726861717e-01,-1.312473275477377133e-01,-4.983217970348238768e-02,7.186970104677212756e-01,-6.333609392533974258e-01,-2.240675925600403851e-01,-1.839163299218521674e-01,1.035114706174880439e+00
-7.974804786881738439e-01,-6.769974209584967983e-01,-1.502207371751397069e+00,-8.298952232295835341e-01,-1.028045145656852899e+00,1.047307012619071331e+00,-2.204017003688882870e-01,4.058112039777401758e-01,1.396566189495746846e+00,3.547733917853155838e-01,-1.778546809799859130e+00,1.192881201030425276e+00,-2.929080364506170819e-01,-1.017438484510105878e+00,1.066832515388009606e+00,2.099937990880004768e-01,4.672019609678081387e-01,-1.332046562389574695e-01,7.644031815140950314e-01,-2.878385298870836939e-01,4.375981419208440637e-01,-2.351228538796522383e+00,2.196078619953066635e+00,-1.017649721233115034e+00,7.725868862901582590e-01,-3.041518274364315988e-01,4.588204341435600520e-01,-1.363977325831089715e-01,1.109291408047163308e-01,-1.327003828375775130e-01,-4.420612874087309629e-01,-1.538739496343548840e-01,1.207040581091868986e-01,-7.547623318217446808e-01,-1.180236258337544530e+00,-1.133329553180135507e+00,8.701729432373150885e-01,9.150060063531927357e-01,1.121954325741716524e-01,1.753463697059762350e+00,6.631722610587268418e-01,6.744612239376833740e-01,4.475612659250851610e-01,1.417488733174681270e+00,-1.622540181334179987e-01,2.120416929587753962e+00,1.733122346711475581e+00,-1.013752043448226781e+00,6.492521889673371627e-01,3.832618175339673749e-01
-5.999986255131172230e-01,4.663224406606927830e-01,-6.436342790098300570e-01,6.263003581606683134e-01,2.894280447642363918e-01,1.497906338313003793e+00,1.265344688596012235e+00,4.879342771633486397e-01,-3.558363330194156404e-01,-4.040118321441881211e-01,9.643863813786451855e-02,-1.734649442517951015e-02,-2.621846387176748117e+00,1.452507918050608693e-01,9.283743248060633002e-01,-7.150566880329014552e-01,2.877610785823534467e-01,1.738132687976062352e+00,5.120198720123194519e-02,6.827962656131669750e-01,6.282947448438991334e-01,-2.074814469347513457e-01,1.444173544410436438e-01,-8.458714233752175904e-01,5.812151877934337851e-03,2.875045277429785773e-01,3.655611989344506707e+00,1.452043981455300559e+00,-3.079217617455036748e-01,1.652304957101230709e+00,2.681830819486848150e-02,-2.338879020859138402e-01,2.875482665466538856e-01,-3.029660523775556946e-01,9.220798801226841590e-01,3.758218245227210597e-01,4.598528368729939975e-01,-4.152554730626688007e-01,-1.283615413045271048e+00,-7.532556886643881899e-01,1.212580643175061423e+00,1.304228429912112075e+00,-1.483462049841810293e+00,2.818693134680411716e-01,-2.598949573414002234e-01,2.521801468409237343e-02,3.287055171405449117e-01,-1.195316729011764334e+00,1.696381724848190720e+00,-3.243147419247160435e-01
1.140950483000546578e+00,-6.988384854958802350e-01,1.094180583763941561e+00,4.229790986055299018e-01,4.424974186266188436e-01,2.300610400385954268e-01,4.616903581371772369e-01,-1.001841838646101435e+00,1.246141091544030521e+00,-6.434128512531607225e-01,5.711535051125117279e-01,4.043433134364657899e-01,-1.536024916147884278e+00,2.770097692821791746e+00,-1.026274486901138872e+00,-4.945085393225389647e-01,-5.231214392837298943e-01,-1.923123958808008016e+00,3.690024528141806481e-01,5.775425192291963050e-01,9.438928505973068761e-01,-6.337589816721747593e-02,-2.701814806175124040e-01,1.471290256602706625e+00,8.598938537525261383e-01,6.784000502780703767e-01,-1.891036344607899711e+00,-7.501312299019626817e-01,3.162427455769440954e+00,1.113398950499145945e+00,5.979732698693057680e-01,5.071133187973541068e-01,2.774930292000872711e+00,1.648711279170611554e-01,2.912999674827155827e-01,3.186350427113943673e-01,-2.009251667523914986e-01,7.468812277635932251e-01,1.259926079963254564e+00,7.570083400795735162e-01,-1.116629166877629142e+00,-9.420419831434660995e-01,9.999061338390666243e-02,-5.686954612033657819e-01,1.671143864044866811e+00,-3.201824465121660412e-01,9.857884965677303768e-01,5.933902439262251916e-01,-8.869567660670149012e-01,-1.814904003724770565e+00
-5.604230709738581284e-01,-9.789026376950539510e-02,-3.145439854613201192e-01,1.734629574757118597e-01,-7.597689653357484474e-01,1.005306663871592621e+00,-1.670757392702181487e+00,1.133476606489964178e+00,4.080355581230299955e-01,7.788366731425448997e-01,-7.959354918122992784e-01,-1.285489722428714288e+00,-3.142572392467226639e-01,-8.429938531211834951e-02,1.022467023754919935e-01,-7.693580270483769690e-01,1.608529912716758048e+00,5.701647459957168707e-01,1.281537494112648945e-01,-5.587737091222700903e-01,-1.953386366772842164e+00,2.526689116254296597e+00,-1.049251176824153919e+00,3.628447035961149814e-01,1.196264296280201256e+00,-3.156811757680800801e-01,-2.630075755373556756e+00,-1.638252145451977837e+00,-9.802087932956464814e-03,-7.229474128743602623e-01,2.337595680349455474e-01,-1.608810228421373001e+00,-3.080769565886847805e-01,8.562757035776151771e-01,3.435521948563464156e-01,-1.887329309885900308e+00,-4.248386818716434754e-01,1.985406530537316305e+00,2.337641598390331144e+00,-9.510203748112013855e-01,7.429633907845111240e-01,1.735104028986465874e+00,-3.750424345414505867e-01,1.278958514390548862e+00,9.098998360859995582e-01,-1.835976412361614685e+00,1.210370268957228435e+00,1.506885941830008457e+00,3.330336295593119278e-01,5.288274511237458508e-01
3.685245964115463346e-01,-9.747656127267140258e-01,-1.597080817506487949e-01,-8.191938484953728006e-01,1.136592347712601370e-01,-2.212655392747450378e+00,1.280643076683011916e+00,-1.240596690072282016e+00,-1.151227826518621100e+00,7.579727204822890307e-01,1.217293902854206022e+00,-4.708101133838713537e-01,5.296856623419328169e-01,-9.586790876049485766e-01,5.945767892887751094e-01,-8.978120612207202145e-01,7.426763815687237313e-01,-6.148990837875483173e-01,-1.418127616500532096e+00,7.880252634288503755e-01,-1.236884160156795504e-01,2.005481554044646231e+00,-1.223772477405528913e-01,-6.108423022953716197e-01,4.794642526705037433e-01,6.456915977419466213e-01,-8.365008132072395686e-01,-8.763705616368738793e-01,1.255023897812920897e+00,-2.129765178848112006e-01,2.762701989688102211e-01,-4.833830945067791873e-01,1.799376506143490317e+00,3.558732880971722801e-01,-4.183122734330451675e-01,-1.293780147406970116e+00,-7.689786703203009555e-02,-1.356777121922283280e+00,7.893567759450332844e-01,-6.466845860139774915e-02,-4.941429420709402692e-02,4.371147713422202097e-01,1.272764370049374483e+00,1.156678747167487753e+00,-6.421986447651444330e-01,-1.272934272819196133e+00,-1.229447028947960208e+00,-4.312558817109558157e-02,-2.464349745368860437e-02,9.113658603587182494e-02
